country,continent,year,lifeExp,pop,gdpPercap
Chile,Americas,1992-01-01,74.91,13719818,6879.77949
Chile,Americas,1997-01-01,75.84,14786227,8932.07229
Chile,Americas,2002-01-01,77.33,15684413,9814.65613
Chile,Americas,2007-01-01,78.37,16530201,12256.42969
Chile,Americas,2012-01-01,79.25,17400359,14035.67913
Chile,Americas,2017-01-01,79.7,18470435,14741.1925
China,Asia,1962-01-01,44.43,682102654,132.07484
China,Asia,1967-01-01,58.28,762581176,185.23226
China,Asia,1972-01-01,63.66,869485962,241.08536
China,Asia,1977-01-01,65.2,957891271,279.56049
China,Asia,1982-01-01,66.45,1027948989,386.89034
China,Asia,1987-01-01,68.28,1116095475,634.09291
China,Asia,1992-01-01,69.09,1206711243,886.95036
China,Asia,1997-01-01,70.85,1261996017,1440.59025
China,Asia,2002-01-01,73,1307352256,2061.16228
China,Asia,2007-01-01,75.38,1345993891,3480.15273
China,Asia,2012-01-01,76.18,1384206408,5325.16011
China,Asia,2017-01-01,77.07,1421021794,7346.61135
Cote d'Ivoire,Africa,1962-01-01,43.93,3770756,1267.13839
Cote d'Ivoire,Africa,1967-01-01,47.92,4544168,1601.04961
Cote d'Ivoire,Africa,1972-01-01,51.88,5576026,2025.69814
Cote d'Ivoire,Africa,1977-01-01,54.36,7026497,2330.61949
Cote d'Ivoire,Africa,1982-01-01,56.14,8764991,1959.35765
Cote d'Ivoire,Africa,1987-01-01,55.89,10698188,1614.04883
Cote d'Ivoire,Africa,1992-01-01,53.51,12812428,1385.00157
Cote d'Ivoire,Africa,1997-01-01,51.68,15130674,1412.81236
Cote d'Ivoire,Africa,2002-01-01,52.92,17231539,1275.36819
Cote d'Ivoire,Africa,2007-01-01,55.52,19171250,1202.889
Cote d'Ivoire,Africa,2012-01-01,58.85,21547188,1223.63194
Cote d'Ivoire,Africa,2017-01-01,62.48,24437475,1600.76524
Cameroon,Africa,1962-01-01,46.6,5398730,957.05436
Cameroon,Africa,1967-01-01,49.26,6052419,872.00293
Cameroon,Africa,1972-01-01,51.78,6867170,939.10263
Cameroon,Africa,1977-01-01,53.6,7887571,1140.60763
Cameroon,Africa,1982-01-01,55.73,9166813,1566.84895
Cameroon,Africa,1987-01-01,57.62,10731058,1735.64495
Cameroon,Africa,1992-01-01,57.14,12499499,1180.20331
Cameroon,Africa,1997-01-01,55.63,14344444,1098.7495
Cameroon,Africa,2002-01-01,54.61,16357605,1183.02664
Cameroon,Africa,2007-01-01,55.71,18730283,1277.30478
Cameroon,Africa,2012-01-01,59.18,21485267,1325.93023
Cameroon,Africa,2017-01-01,62.98,24566070,1481.73199
"Congo, Dem. Rep.",Africa,1962-01-01,47.17,16041187,1067.06412
"Congo, Dem. Rep.",Africa,1967-01-01,49.01,18378620,1020.79292
"Congo, Dem. Rep.",Africa,1972-01-01,50.87,21121360,1073.00223
"Congo, Dem. Rep.",Africa,1977-01-01,52.11,24249127,944.9246
"Congo, Dem. Rep.",Africa,1982-01-01,53.16,27717293,818.23061
"Congo, Dem. Rep.",Africa,1987-01-01,54.3,31528702,831.65369
"Congo, Dem. Rep.",Africa,1992-01-01,53.84,37333917,533.53459
"Congo, Dem. Rep.",Africa,1997-01-01,51.9,43827191,355.52816
"Congo, Dem. Rep.",Africa,2002-01-01,54.25,49871670,276.05595
"Congo, Dem. Rep.",Africa,2007-01-01,56.59,58453687,315.26386
"Congo, Dem. Rep.",Africa,2012-01-01,59.01,69020749,357.5983
"Congo, Dem. Rep.",Africa,2017-01-01,62.37,81398765,408.92479
"Congo, Rep.",Africa,1962-01-01,45.76,1069236,1582.75062
"Congo, Rep.",Africa,1967-01-01,47.78,1219547,1483.65916
"Congo, Rep.",Africa,1972-01-01,49.36,1406510,1853.65442
"Congo, Rep.",Africa,1977-01-01,51.52,1629218,1849.61803
"Congo, Rep.",Africa,1982-01-01,53.78,1884873,3193.31132
"Congo, Rep.",Africa,1987-01-01,54.57,2171319,2894.44
"Congo, Rep.",Africa,1992-01-01,53.28,2489945,2796.71303
"Congo, Rep.",Africa,1997-01-01,46.6,2867283,2449.35313
"Congo, Rep.",Africa,2002-01-01,54.26,3310376,2503.78489
"Congo, Rep.",Africa,2007-01-01,57.6,3876123,2513.18455
"Congo, Rep.",Africa,2012-01-01,60.79,4510197,2860.87434
"Congo, Rep.",Africa,2017-01-01,62.65,5110701,2732.19823
Colombia,Americas,1962-01-01,62.22,17092919,2434.60219
Colombia,Americas,1967-01-01,64.73,19837508,2611.64489
Colombia,Americas,1972-01-01,65.48,22516429,3133.66018
Colombia,Americas,1977-01-01,67.9,25164544,3531.96567
Colombia,Americas,1982-01-01,70.02,28101824,3885.16857
Colombia,Americas,1987-01-01,70.62,31195417,4224.10732
Colombia,Americas,1992-01-01,71,34422568,4559.32619
Colombia,Americas,1997-01-01,73.23,37723803,5151.88704
Colombia,Americas,2002-01-01,73.34,40875363,4913.85776
Colombia,Americas,2007-01-01,77.26,43737512,6002.33041
Colombia,Americas,2012-01-01,79.27,46075721,6911.592
Colombia,Americas,2017-01-01,80.11,48909844,7622.28402
Costa Rica,Americas,1962-01-01,64.53,1433346,2903.42609
Costa Rica,Americas,1967-01-01,67.32,1696742,3323.10656
Costa Rica,Americas,1972-01-01,69.98,1944170,4121.06221
Costa Rica,Americas,1977-01-01,73,2205618,4845.05723
Costa Rica,Americas,1982-01-01,75.21,2523358,4311.7606
Costa Rica,Americas,1987-01-01,76.19,2884856,4666.89302
Costa Rica,Americas,1992-01-01,76.59,3286525,5177.34825
Costa Rica,Americas,1997-01-01,77.05,3718952,5696.76825
Costa Rica,Americas,2002-01-01,78.28,4100922,6375.20385
Costa Rica,Americas,2007-01-01,80.24,4404626,7779.32493
Costa Rica,Americas,2012-01-01,79.99,4688003,8689.96517
Costa Rica,Americas,2017-01-01,79.47,4949955,9775.85088
Denmark,Europe,1962-01-01,72.15,4649341,22747.29246
Denmark,Europe,1967-01-01,72.75,4831750,27256.32207
Denmark,Europe,1972-01-01,73.43,4990551,32284.27938
Denmark,Europe,1977-01-01,74.25,5097049,34660.80545
Denmark,Europe,1982-01-01,74.38,5123349,37505.53047
Denmark,Europe,1987-01-01,74.77,5117282,43763.90557
Denmark,Europe,1992-01-01,75.37,5171654,45803.38995
Denmark,Europe,1997-01-01,76.16,5277713,51685.98805
Denmark,Europe,2002-01-01,77.19,5372798,56190.81125
Denmark,Europe,2007-01-01,78.39,5469920,61174.54163
Denmark,Europe,2012-01-01,80.14,5610909,58487.79355
Denmark,Europe,2017-01-01,80.76,5732277,62733.01981
Dominican Republic,Americas,1962-01-01,59.54,3521018,1416.15021
Dominican Republic,Americas,1967-01-01,63.69,4123100,1410.95847
Dominican Republic,Americas,1972-01-01,66.84,4755464,1967.70682
Dominican Republic,Americas,1977-01-01,69.03,5407496,2440.77822
Dominican Republic,Americas,1982-01-01,70.86,6067769,2659.22571
Dominican Republic,Americas,1987-01-01,71.08,6729930,2834.00024
Dominican Republic,Americas,1992-01-01,72.91,7408339,2914.50919
Dominican Republic,Americas,1997-01-01,73.39,8084407,3587.95638
Dominican Republic,Americas,2002-01-01,74.07,8724974,4211.63699
Dominican Republic,Americas,2007-01-01,73.46,9338856,5109.48286
Dominican Republic,Americas,2012-01-01,73.64,9930916,5745.42274
Dominican Republic,Americas,2017-01-01,73.09,10513111,7273.35376
Algeria,Africa,1962-01-01,53.69,11619828,1638.75443
Algeria,Africa,1967-01-01,56.53,13275020,2256.52705
Algeria,Africa,1972-01-01,58.77,15285992,2895.79834
Algeria,Africa,1977-01-01,61.21,17582899,3366.83816
Algeria,Africa,1982-01-01,65.08,20452901,3752.81654
Algeria,Africa,1987-01-01,70.16,23774287,3715.10484
Algeria,Africa,1992-01-01,72.46,27028330,3424.20939
Algeria,Africa,1997-01-01,73.2,29742980,3297.99936
Algeria,Africa,2002-01-01,74.51,31855110,3770.82925
Algeria,Africa,2007-01-01,75.65,34166976,4377.4986
Algeria,Africa,2012-01-01,76.77,37383899,4588.14766
Algeria,Africa,2017-01-01,77.74,41389174,4793.94666
Ecuador,Americas,1962-01-01,59.39,4809194,2332.13522
Ecuador,Americas,1967-01-01,62.13,5560013,2382.18239
Ecuador,Americas,1972-01-01,64.31,6429377,2621.46549
Ecuador,Americas,1977-01-01,66.81,7383713,3502.78916
Ecuador,Americas,1982-01-01,69.27,8409396,3716.57546
Ecuador,Americas,1987-01-01,69.56,9522362,3600.64026
Ecuador,Americas,1992-01-01,71.92,10716131,3778.49607
Ecuador,Americas,1997-01-01,73.84,11951457,3908.9828
Ecuador,Americas,2002-01-01,74.3,13143465,3827.36022
Ecuador,Americas,2007-01-01,74.15,14296554,4393.7241
Ecuador,Americas,2012-01-01,75.39,15474099,5122.18009
Ecuador,Americas,2017-01-01,76.73,16785356,5205.76302
Egypt,Africa,1962-01-01,47.96,28112258,598.52245
Egypt,Africa,1967-01-01,49.99,32056506,718.61403
Egypt,Africa,1972-01-01,51.94,36102670,748.48696
Egypt,Africa,1977-01-01,55.41,40329589,947.46121
Egypt,Africa,1982-01-01,58.9,45539295,1236.85234
Egypt,Africa,1987-01-01,61.35,51991696,1437.6528
Egypt,Africa,1992-01-01,65.51,58666812,1573.81566
Egypt,Africa,1997-01-01,67.41,64892269,1764.26985
Egypt,Africa,2002-01-01,68.43,71485044,2022.07154
Egypt,Africa,2007-01-01,69.3,78232124,2372.38301
Egypt,Africa,2012-01-01,69.79,86422240,2634.85005
Egypt,Africa,2017-01-01,70.64,96442590,2817.32023
Spain,Europe,1962-01-01,69.3,31075475,8903.76986
Spain,Europe,1967-01-01,71.02,32830181,11597.84027
Spain,Europe,1972-01-01,72.45,34664234,15009.80138
Spain,Europe,1977-01-01,74.08,36666770,17298.56126
Spain,Europe,1982-01-01,75.87,38209686,17442.06351
Spain,Europe,1987-01-01,76.68,38954490,19783.39456
Spain,Europe,1992-01-01,77.46,39410852,23127.67602
Spain,Europe,1997-01-01,78.72,40035286,25061.01258
Spain,Europe,2002-01-01,79.82,41919593,29700.15588
Spain,Europe,2007-01-01,81.01,45429071,32301.969
Spain,Europe,2012-01-01,82.31,47063059,29235.82869
Spain,Europe,2017-01-01,83.06,46647425,32282.90385
Finland,Europe,1962-01-01,68.59,4498821,13310.65882
Finland,Europe,1967-01-01,69.66,4588660,15539.67723
Finland,Europe,1972-01-01,70.92,4651174,19999.35411
Finland,Europe,1977-01-01,72.54,4746929,22145.03341
Finland,Europe,1982-01-01,74.36,4835102,26389.25606
Finland,Europe,1987-01-01,74.83,4946368,30299.07906
Finland,Europe,1992-01-01,75.75,5044928,30026.55203
Finland,Europe,1997-01-01,77.15,5151740,34947.37525
Finland,Europe,2002-01-01,78.51,5213368,41967.96758
Finland,Europe,2007-01-01,79.54,5297741,49285.27205
Finland,Europe,2012-01-01,80.7,5414769,46538.57743
Finland,Europe,2017-01-01,81.42,5511372,48086.66603
Fiji,Oceania,1962-01-01,62.76,421673,1775.23062
Fiji,Oceania,1967-01-01,65.34,487973,1887.18438
Fiji,Oceania,1972-01-01,66.48,542843,2432.07746
Fiji,Oceania,1977-01-01,67.46,598299,2763.98189
Fiji,Oceania,1982-01-01,67.35,668281,2782.67685
Fiji,Oceania,1987-01-01,67.98,721776,2574.23675
Fiji,Oceania,1992-01-01,67.63,744470,2956.74563
Fiji,Oceania,1997-01-01,66.02,792736,3131.20993
Fiji,Oceania,2002-01-01,66.57,815257,3472.30574
Fiji,Oceania,2007-01-01,66.94,836185,3661.40876
Fiji,Oceania,2012-01-01,67.58,865065,3781.18454
Fiji,Oceania,2017-01-01,68.07,877460,4663.66429
France,Europe,1962-01-01,70.68,46907043,13911.25505
France,Europe,1967-01-01,71.73,49651080,17219.86626
France,Europe,1972-01-01,72.73,51573268,21648.55226
France,Europe,1977-01-01,73.74,53208549,24888.17632
France,Europe,1982-01-01,74.91,54391469,27567.07914
France,Europe,1987-01-01,76.3,55837622,29383.96012
France,Europe,1992-01-01,77.39,57147213,33041.36211
France,Europe,1997-01-01,78.66,58220657,34952.52162
France,Europe,2002-01-01,79.37,59803434,38942.28122
France,Europe,2007-01-01,80.98,61869229,41582.79972
France,Europe,2012-01-01,81.85,63564224,41258.27473
France,Europe,2017-01-01,82.84,64842513,43015.21064
Gabon,Africa,1962-01-01,45.08,511285,5275.36971
Gabon,Africa,1967-01-01,49.48,554054,6365.23153
Gabon,Africa,1972-01-01,53.57,611705,8522.09702
Gabon,Africa,1977-01-01,57.1,676264,16741.91687
Gabon,Africa,1982-01-01,58.93,763932,11811.8052
Gabon,Africa,1987-01-01,60.75,873871,9410.74467
Gabon,Africa,1992-01-01,60.56,1002573,10868.35119
Gabon,Africa,1997-01-01,60.2,1141332,11838.28324
Gabon,Africa,2002-01-01,58.99,1288310,9879.34623
Gabon,Africa,2007-01-01,60.62,1472565,9413.58284
Gabon,Africa,2012-01-01,64.3,1749677,9258.88197
Gabon,Africa,2017-01-01,68.39,2064812,9212.97258
United Kingdom,Europe,1962-01-01,70.87,53109400,14233.95994
United Kingdom,Europe,1967-01-01,72.11,54866529,16282.02616
United Kingdom,Europe,1972-01-01,72.1,55892412,19207.40855
United Kingdom,Europe,1977-01-01,73.07,56203598,20687.81224
United Kingdom,Europe,1982-01-01,74.07,56241408,22125.20146
United Kingdom,Europe,1987-01-01,75.1,56658260,26470.97524
United Kingdom,Europe,1992-01-01,76.32,57446041,28328.00256
United Kingdom,Europe,1997-01-01,77.24,58307320,32489.20778
United Kingdom,Europe,2002-01-01,78.34,59326294,37285.17788
United Kingdom,Europe,2007-01-01,79.67,61455154,41465.5455
United Kingdom,Europe,2012-01-01,80.92,64525300,40039.70024
United Kingdom,Europe,2017-01-01,80.97,66727463,43010.70634
Ghana,Africa,1962-01-01,52.15,7071966,1067.60877
Ghana,Africa,1967-01-01,54.44,8132803,991.03604
Ghana,Africa,1972-01-01,56.25,9229640,1045.96454
Ghana,Africa,1977-01-01,57.41,10395453,882.05854
Ghana,Africa,1982-01-01,57.92,11676828,749.34901
Ghana,Africa,1987-01-01,58.68,13552021,775.63732
Ghana,Africa,1992-01-01,59.44,15653345,842.33399
Ghana,Africa,1997-01-01,59.18,17908977,904.8696
Ghana,Africa,2002-01-01,59.48,20246376,986.0223
Ghana,Africa,2007-01-01,60.43,22963946,1135.49113
Ghana,Africa,2012-01-01,63.01,25996454,1543.76398
Ghana,Africa,2017-01-01,65.5,29121464,1739.46749
Greece,Europe,1962-01-01,71.66,8350876,7014.09044
Greece,Europe,1967-01-01,73,8528026,10408.20793
Greece,Europe,1972-01-01,74.42,8774512,15738.28248
Greece,Europe,1977-01-01,75.92,9254979,17782.12085
Greece,Europe,1982-01-01,77.79,9796830,18352.43985
Greece,Europe,1987-01-01,76.94,10057292,18257.80403
Greece,Europe,1992-01-01,77.58,10420226,19733.2904
Greece,Europe,1997-01-01,78.55,10906248,21198.79064
Greece,Europe,2002-01-01,79.17,11182308,24965.59402
Greece,Europe,2007-01-01,79.42,11120371,30054.88939
Greece,Europe,2012-01-01,80.35,10781119,22830.52678
Greece,Europe,2017-01-01,80.99,10569449,23052.98623
Guatemala,Americas,1962-01-01,44.62,4464251,1517.98152
Guatemala,Americas,1967-01-01,47.51,5160616,1730.30307
Guatemala,Americas,1972-01-01,51.81,5941567,2082.29655
Guatemala,Americas,1977-01-01,56.53,6765516,2491.85204
Guatemala,Americas,1982-01-01,56.37,7654818,2437.05551
Guatemala,Americas,1987-01-01,62.05,8639105,2143.4578
Guatemala,Americas,1992-01-01,62.53,9708552,2264.25445
Guatemala,Americas,1997-01-01,66.82,10887637,2442.26342
Guatemala,Americas,2002-01-01,69.32,12208854,2604.37829
Guatemala,Americas,2007-01-01,70.91,13700326,2871.90348
Guatemala,Americas,2012-01-01,72.45,15270774,2999.42276
Guatemala,Americas,2017-01-01,72.63,16914979,3286.74129
Guyana,Americas,1962-01-01,60.69,606286,1695.64185
Guyana,Americas,1967-01-01,61.46,675861,1803.019
Guyana,Americas,1972-01-01,62.28,721949,1896.29545
Guyana,Americas,1977-01-01,63.53,762424,2099.84424
Guyana,Americas,1982-01-01,65.04,781249,1770.58961
Guyana,Americas,1987-01-01,65.67,757451,1655.2158
Guyana,Americas,1992-01-01,67.04,748596,1698.93883
Guyana,Americas,1997-01-01,66.15,757975,2371.77326
Guyana,Americas,2002-01-01,66.21,744789,2493.00542
Guyana,Americas,2007-01-01,67.7,746477,2769.21246
Guyana,Americas,2012-01-01,67.31,755388,3332.70303
Guyana,Americas,2017-01-01,69.21,775218,3853.70592
"Hong Kong, China",Asia,1962-01-01,67.55,3230300,3703.55594
"Hong Kong, China",Asia,1967-01-01,69.68,3624973,4902.6924
"Hong Kong, China",Asia,1972-01-01,71.38,3974193,6604.26378
"Hong Kong, China",Asia,1977-01-01,73.35,4462399,8910.5912
"Hong Kong, China",Asia,1982-01-01,75.47,5058049,11604.93207
"Hong Kong, China",Asia,1987-01-01,77.33,5464705,16190.20413
"Hong Kong, China",Asia,1992-01-01,78.47,5864745,20155.31575
"Hong Kong, China",Asia,1997-01-01,79.68,6299912,22758.3824
"Hong Kong, China",Asia,2002-01-01,80.95,6701771,23252.52847
"Hong Kong, China",Asia,2007-01-01,81.99,6840017,31081.55643
"Hong Kong, China",Asia,2012-01-01,82.94,7046847,34086.30654
"Hong Kong, China",Asia,2017-01-01,84.09,7306315,37929.42567
Honduras,Americas,1962-01-01,52.81,2155648,1116.59458
